Id,WnvPresent
1,0.0025322399206286644
2,0.001053871178784347
3,0.002865089594391394
4,9.988082319741795e-05
5,5.050353507616686e-05
6,0.0010729783874429116
7,0.002691624702030728
8,0.00038977343526222914
9,6.741923910074162e-05
10,2.8018213149213698e-05
11,7.630592988973364e-05
12,2.652964780612929e-06
13,1.341375202795511e-06
14,2.8526728424421334e-05
15,7.167390293625687e-05
16,1.035581283177313e-05
17,0.0032533804155767446
18,0.0013545681878763048
19,0.0036806704530965256
20,0.00012841442530550374
21,6.49321232831914e-05
22,0.0013791196562762586
23,0.0034579980171344353
24,0.0005010810372816475
25,0.002150486257678758
26,0.0008947924682953892
27,0.002433278822797228
28,8.479188782120271e-05
29,4.287367682216965e-05
30,0.000911018131117063
31,0.002285897685123234
32,0.00033090509189255134
33,2.8536480587627968e-05
34,1.1858974335503726e-05
35,3.229810773710327e-05
36,1.1228760670036263e-06
37,5.67741035887409e-07
38,1.2074211787835712e-05
39,3.0337422762589297e-05
40,4.383151306146637e-06
41,0.000696994941549805
42,0.00028976508001807484
43,0.0007888020441987302
44,2.7443533179432145e-05
45,1.3875995012404777e-05
46,0.0002950227564917539
47,0.0007409511525790298
48,0.00010711775749170816
49,0.00018018133372203293
50,7.488503005030133e-05
51,0.00020392843400566718
52,7.090951023086143e-06
53,3.5852894864949e-06
54,7.624408761491574e-05
55,0.00019155077528099088
56,2.767907659970561e-05
57,5.955165331528703e-05
58,2.474847337215592e-05
59,6.740136875039181e-05
60,2.3433554995995146e-06
61,1.1848323431691766e-06
62,2.5197646150534265e-05
63,6.330984442597942e-05
64,9.14726533296775e-06
65,0.0009473941443195341
66,0.00039392242320422394
67,0.0010721480587120896
68,3.731175214255016e-05
69,1.886565440362393e-05
70,0.0004010692366068555
71,0.0010071259467896387
72,0.00014563127447176293
73,0.004723600656719474
74,0.001968399457142256
75,0.005342950315093124
76,0.00018671013065301104
77,9.441178147855518e-05
78,0.002004054254382516
79,0.005020220337401565
80,0.00072843123827231
81,0.0007919240693380784
82,0.00032924869981912445
83,0.0008962238766976177
84,3.118412576636434e-05
85,1.5767342018086778e-05
86,0.0003352225512341982
87,0.0008418619729404922
88,0.00012171673827498384
89,0.0007166923234978223
90,0.0002979573993695049
91,0.0008110918291758168
92,2.8219633771373064e-05
93,1.426841234875031e-05
94,0.00030336367723530897
95,0.0007618898091831235
96,0.00011014678962529317
97,0.0030495619507339843
98,0.0012695553976709351
99,0.0034501756906074967
100,0.00012034585377618591
