Id,WnvPresent
1,0.008431855389052988
2,0.002874526406088602
3,0.008808347363986955
4,0.0004592806117259549
5,0.00023573045238156954
6,0.008049299350019426
7,0.04336197380523135
8,0.0021380888110843796
9,0.002286254566844369
10,0.0007762422720766982
11,0.0023889995802975138
12,0.00012380605820603067
13,6.353434129682502e-05
14,0.002181912897162646
15,0.012067209430439534
16,0.0005770622367508637
17,0.012384848334050607
18,0.004233274843944858
19,0.012935543347748152
20,0.0006771514353318709
21,0.00034759174970773135
22,0.01182508255740689
23,0.06265601429128187
24,0.0031498331249860626
25,0.007739933377763329
26,0.0026374284270572956
27,0.008085782179900287
28,0.0004213138477151741
29,0.00021623962607807858
30,0.007388536148196412
31,0.039919066174059006
32,0.001961614510570908
33,0.0005253944088083554
34,0.00017817722962051866
35,0.0005490493498623158
36,2.840392677966018e-05
37,1.4575546494530844e-05
38,0.000501375710258077
39,0.002794211608660953
40,0.00013243746934094578
41,0.00231995554048089
42,0.0007877021934117556
43,0.002424211406536967
44,0.00012563505905455996
45,6.447299869386952e-05
46,0.002214079215627318
47,0.012243319181159592
48,0.0005855833206444987
49,0.0011950702928367367
50,0.0004054642373754467
51,0.001248838516154698
52,6.464898840956991e-05
53,3.31753764899175e-05
54,0.0011404719210456563
55,0.006337420550318863
56,0.0003013953662951101
57,0.0018859151593171963
58,0.0006401470871197544
59,0.0019707043283438076
60,0.00010208799313605293
61,5.238858992705399e-05
62,0.0017998114971928313
63,0.009971272457877036
64,0.0004758717909883754
65,0.0030979719564825123
66,0.0010524067264603672
67,0.003237077454329362
68,0.00016789165868432508
69,8.615987830762051e-05
70,0.0029566943501368975
71,0.016294864761270043
72,0.0007824197070319074
73,0.016021726964910048
74,0.005489705011826401
75,0.01673139694796173
76,0.0008790608039739076
77,0.0004512791615102805
78,0.015300129445964799
79,0.079861563656495
80,0.004086018779011965
81,0.002747264149676572
82,0.0009330516427294545
83,0.0028706674710918716
84,0.00014883585845526157
85,7.637997369098167e-05
86,0.0026219378969534
87,0.014471882281439386
88,0.0006936630090109922
89,0.002313832318066473
90,0.0007856199708317959
91,0.0024178136811128068
92,0.00012530273418115767
93,6.430244687143361e-05
94,0.0022082348215512566
95,0.012211325100476025
96,0.000584035069526751
97,0.010069334327907065
98,0.003436504093599733
99,0.010518166029489021
100,0.0005493313485300916
101,0.00028196227478440933
102,0.009613205600054905
103,0.05143108548816378
104,0.002556460085626009
105,0.001976978786070289
106,0.0006710977855612589
107,0.002065853625746454
108,0.00010702666776736065
109,5.492310622326283e-05
110,0.0018867253666719937
111,0.010448660071492859
112,0.0004988838498784092
113,0.01626955664564199
114,0.005575544809193637
115,0.016990014508994636
116,0.0008928709685189044
117,0.0004583719015917453
118,0.015536973449965963
119,0.08101558498340057
120,0.0041500014203508
121,0.0011847150340797237
122,0.00040194814496527243
123,0.0012380179343656197
124,6.408817779557038e-05
125,3.288758105422355e-05
126,0.0011305892205083052
127,0.006282787221207386
128,0.00029878146539980926
129,0.0015374144481363273
130,0.0005217331420373485
131,0.0016065605361540117
132,8.319554427941721e-05
133,4.2693141755329256e-05
134,0.0014671986045317134
135,0.00814085433516148
136,0.0003878335784929886
137,0.0025405907719059017
138,0.0008627412176724913
139,0.0026547353229564776
140,0.00013761214176931136
141,7.061977159754314e-05
142,0.0024246697393322976
143,0.013395027332430672
144,0.0006413802153695141
145,0.004356793002345778
146,0.001481273704152891
147,0.004552164124610299
148,0.00023639460023999862
149,0.00012131876896463805
150,0.004158348515737235
151,0.022793466172390343
152,0.00110138539656632
153,0.006774913926966564
154,0.0023071131021060454
155,0.00707794968318159
156,0.0003684453639958348
157,0.00018909997165687627
158,0.0064670435639833995
159,0.035083791615875284
160,0.001715793482716803
161,0.009468817283831681
162,0.0032302663571940784
163,0.009891148922123184
164,0.0005162741127061198
165,0.0002649903017932212
166,0.009039642851477906
167,0.0484846433445086
168,0.0024029098046383394
169,0.0015700910566700138
170,0.0005328337148991418
171,0.0016407043787435838
172,8.496643433928985e-05
173,4.36019402809793e-05
174,0.001498385066784196
175,0.008312713684962125
176,0.0003960863874184787
177,0.0014005056722733154
178,0.00047522907090176463
179,0.0014635032358059881
180,7.57770435463646e-05
181,3.8886077433427204e-05
182,0.0013365342717968224
183,0.007420270736163776
184,0.0003532602694095233
185,0.006582282937608621
186,0.0022412283506249133
187,0.006876762140140322
188,0.0003579037258383918
189,0.00018368866490599687
190,0.006283110870916148
191,0.03411390065741351
192,0.0016667669686967301
193,0.0027875233434739633
194,0.0009467500877202347
195,0.002912729770565219
196,0.0001510227081519179
197,7.750230943795453e-05
198,0.002660365423433712
199,0.014681427927411606
200,0.0007038493849744736
201,0.0032493414620595094
202,0.0011039388803235218
203,0.0033952206227007707
204,0.00017612027862735666
205,9.038306422941645e-05
206,0.0031011823872997765
207,0.017079997907148207
208,0.0008207425367380155
209,0.0028745589370411545
210,0.0009763669947076885
211,0.003003662942986891
212,0.0001557509882100046
213,7.992896711190735e-05
214,0.002743441653645286
215,0.015134194068690243
216,0.0007258732209321544
217,0.003903201710531408
218,0.0013266574995670648
219,0.004078315812693255
220,0.0002116920470381336
221,0.00010864000116688586
222,0.003725340229757582
223,0.020459853089629217
224,0.0009863829818601633
225,0.0012213430659225063
226,0.0004143852830524792
227,0.0012762918350546972
228,6.607189453480675e-05
229,3.390558072205501e-05
230,0.001165545788323823
231,0.0064760112528604195
232,0.0003080273887308459
233,0.0044191364841517115
234,0.0015025320695610152
235,0.004617290302489663
236,0.00023979148635014578
237,0.000123062269692366
238,0.004217864387956607
239,0.023113504553892356
240,0.0011171979292576182
241,0.002564874055578025
242,0.0008710014098149465
243,0.002680106683028038
244,0.00013893065487742288
245,7.129645166262286e-05
246,0.0024478477544010472
247,0.013521652257104541
248,0.0006475223918573521
249,0.009359493525157893
250,0.003192738629906627
251,0.009776997194660183
252,0.0005102601403721805
253,0.0002619027165357391
254,0.008935229497283226
255,0.04794666075312419
256,0.002374971017905736
257,0.0011880946160661274
258,0.00040309566508210795
259,0.0012415493820721122
260,6.427120489055848e-05
261,3.298150643926891e-05
262,0.0011338145755515627
263,0.006300618100006623
264,0.00029963454367154535
265,0.0015324602097445846
266,0.0005200501792879407
267,0.0016013838354459852
268,8.29270617424791e-05
269,4.255536002794121e-05
270,0.001462470301639296
271,0.008114793796470135
272,0.0003865823705975979
273,0.023482757378451763
274,0.008086468469335037
275,0.024514674384353077
276,0.0012977237483423605
277,0.0006663419945187265
278,0.02243278580132923
279,0.11361887703634801
280,0.006022825740367935
281,0.002675951463490916
282,0.0009087888434272676
283,0.002796160498796664
284,0.00014496261584358622
285,7.43921526624157e-05
286,0.0025538700622024725
287,0.014100528594278131
288,0.0006756209913640595
289,0.0021367353071637158
290,0.0007254048343819512
291,0.0022327759145257184
292,0.00011569283982126589
293,5.937059495826701e-05
294,0.0020392035538984647
295,0.01128525872338113
296,0.0005392624012241331
297,0.0033867586988675894
298,0.0011507300812742835
299,0.00353878530216662
300,0.00018359248450939547
301,9.421806404037145e-05
302,0.003232354178102458
303,0.017791884047372423
304,0.000855540548684045
305,0.0017322069071046674
306,0.0005879132002424766
307,0.0018100980140933018
308,9.375383146617064e-05
309,4.8111545245593345e-05
310,0.001653109351997529
311,0.009164631895983245
312,0.0004370363634825232
313,0.007851607600300034
314,0.0026756806056087144
315,0.008202405169638553
316,0.0004274381855869469
317,0.00021938360102256426
318,0.007495178597157201
319,0.040476091903216535
320,0.001990084519524575
321,0.002816155453409355
322,0.0009564927884367682
323,0.0029426441461896415
324,0.00015257808485978522
325,7.830056185676385e-05
326,0.00268769494810375
327,0.014830411677057021
328,0.000711094251810864
329,0.0029711029968547296
330,0.0010092234844269108
331,0.0031045295503761353
332,0.00016099673688594425
333,8.262121417477573e-05
334,0.00283559457137214
335,0.01563602982542912
336,0.0007503064796018646
337,0.0027790622530436057
338,0.0009438710876346618
339,0.002903889742331848
340,0.00015056309410268323
341,7.726642596051896e-05
342,0.0026522892743895397
343,0.014637394670464808
344,0.000701708509950048
345,0.0028019492331366946
346,0.0009516587655531304
347,0.002927801721573935
348,0.00015180635247607566
349,7.790449222687801e-05
350,0.0026741350147110455
351,0.014756495876345433
352,0.0007074995713169478
353,0.002508172821480086
354,0.0008517143544889585
355,0.002620864714485155
356,0.00013585203407339282
357,6.971646013434092e-05
358,0.002393727392130454
359,0.013225943213600102
360,0.0006331808172008827
361,0.0099359843457926
362,0.003390692992654218
363,0.01037893440893412
364,0.0005419874297974154
365,0.0002781917734699629
366,0.009485838328721881
367,0.05077807166025379
368,0.0025223509185552592
369,0.01400209703132527
370,0.004791231914713094
371,0.014623638572719793
372,0.0007667627401256461
373,0.0003936077228099917
374,0.013370225011491753
375,0.07037007383596393
376,0.003565500967732092
377,0.005706140452618697
378,0.001941777589812638
379,0.00596165788319528
380,0.00031000598815679583
381,0.00015910216592319459
382,0.005446571705934739
383,0.029682626456578026
384,0.001443958976508196
385,0.002710183220019848
386,0.0009204352683385966
387,0.0028319256470701448
388,0.00014682179746159177
389,7.534631873529196e-05
390,0.002586544158760986
391,0.014278815337622987
392,0.0006842813409125707
393,0.001956648153977984
394,0.0006641874884082314
395,0.0020446109049699897
396,0.00010592399800475423
397,5.4357217617320704e-05
398,0.0018673211359786393
399,0.010342112107074398
400,0.0004937459643147796
401,0.0030899417009981026
402,0.0010496731991876504
403,0.0032286877911807278
404,0.00016745519080194824
405,8.593587024160872e-05
406,0.002949029217136614
407,0.01625318454126943
