Id,SalePrice
2658,153091.97015190418
2718,206536.87421975553
2414,225319.5520016752
1989,118574.97768455802
625,160021.66298336192
333,77361.31676261823
1327,99459.84669767291
858,139554.7439651286
95,191410.08623053812
1568,158091.20544447243
2482,154476.02357051763
1364,213940.4412993403
2584,133738.14767727308
818,244484.85368659318
2673,170432.24179767584
2089,108508.71688902575
1297,162882.08716660127
790,113591.85755621875
2616,206429.0942492049
720,197402.48974476696
222,168411.41531534967
557,146652.99744615026
1148,189970.96374419014
2766,186492.1371359447
534,183798.60635401597
1452,110391.56190668633
630,115339.99031087909
2648,97755.17126607834
125,142777.2004732402
1904,38424.08081180444
1670,91843.71020878255
756,192281.65251154447
717,245722.84849881358
1032,167525.1484121328
852,201275.28639758244
1731,173968.1874325054
2639,132382.40306408354
2071,83700.96252883652
1267,113696.11785124043
1851,186571.01742860442
567,189024.30874454
2439,203611.04940759036
1898,145853.20009615016
647,177684.40246652244
2256,229920.89340361877
979,102668.7742036545
1444,199263.03773863812
2485,120841.47345040852
157,111725.74097064356
88,140786.84906522222
2003,108567.46739516138
186,185823.86352177185
1425,242205.67755523563
2695,218966.20826736218
738,115254.55139942671
395,138022.9880425661
1353,174345.16755243548
1878,144530.0696265554
390,167930.6262427791
1456,234418.9836498361
1103,336256.5345358617
1387,150845.04636881474
2070,159036.47539502845
1199,183836.97243178575
2479,180597.18689834623
501,289425.42890976125
2362,79092.54442424758
1718,206275.7821290458
2188,78215.51553618057
1483,168023.29768675004
2557,79441.77123739151
437,311809.5996685629
2224,217720.3889058791
1628,148309.9483267731
397,111282.84994521172
587,206619.87226379535
2182,599999.950481261
971,134551.01096935896
2611,162941.32493242927
1887,65104.980024442004
2399,340046.18148675346
2148,191821.70970044486
304,205765.69151872827
1997,134713.1114903992
2817,108870.74660260277
1431,198429.1858234623
427,314931.7022605414
263,118805.35652622115
598,188966.57172036698
2895,243384.4519877728
687,126415.05975949671
1822,139787.78000882413
2191,114039.07837740272
179,119490.26111650027
1009,200666.37065363902
2010,135164.15985588307
1991,141253.29812581756
1411,162045.3072550302
1721,229229.65138524608
1144,191555.22597281277
593,216681.49867823446
575,349870.5020891811
1249,165400.91761488945
1604,114961.48873145028
1064,431222.84755317064
1923,149120.0429376367
1988,91621.42158384925
2325,161648.0669567848
114,189440.0128082257
2700,211187.40122322453
217,165754.57622353543
343,170092.63183848737
386,220334.14429915487
2005,111130.3234039935
2908,111744.71627934501
1814,251221.27349826822
2446,463832.56706164696
208,136058.21776171215
1679,85162.81411280241
822,315194.1552978933
6,184152.1623203141
1781,393802.0880813585
2397,298138.34172672464
2340,277140.7127619642
1618,161897.40757816323
2843,180668.48843655907
1061,329282.25070145563
2786,122599.7722176716
1935,121708.24807437157
1341,99822.70635623072
521,269603.2009383676
2136,119776.28253147815
996,199283.47734060197
227,179292.03305435993
135,180608.52123416797
1167,167087.51561292572
294,253474.65409275034
1776,207984.36205388184
540,167637.7375493724
1717,237047.28479640518
2303,109230.57266521838
116,190071.1544717219
127,120347.28102257842
1371,225887.40225679232
1014,158015.05093371097
1507,91595.65777560075
702,129903.12165167848
750,144024.7903795141
261,141008.5071945367
1559,164690.88004271794
577,271503.65473967534
2812,196445.9716490526
2080,168294.50601643312
1368,112447.17791713534
2376,125854.91804211731
659,109897.94023020717
1235,109719.88260587183
332,80478.81551313022
1917,131878.9444810559
2094,227037.89356312907
1460,252386.28636830367
1471,209855.3419812903
1509,113126.78924979435
1922,129533.23038697381
433,454466.9682251513
460,237702.42777970998
1116,240010.37470329044
1137,157574.9180289638
53,162577.9444819431
2354,280650.99372427684
1475,191154.36455090193
1761,490240.0815128577
842,137535.62771470842
2739,206003.43933825658
2509,158309.52357369722
1007,201640.23935420928
2610,175492.07458578676
1952,72710.76238976372
2719,211465.80848223294
2921,89627.39692011075
1966,135390.29363804474
292,144129.16938362294
1204,193411.53528331855
1829,282265.15707806527
2419,202573.98250297405
391,140568.3199324236
798,119536.37588078663
481,200257.36446878896
193,206170.97561768582
555,132958.73521070823
899,64246.828086273454
2357,172339.7477528124
328,142044.5225146057
1356,114409.28479216868
1154,115217.85622332184
1730,187994.9121208503
2249,146020.15937340332
1119,307224.44045425847
2856,167702.5575830819
1394,165857.84154700907
2587,105867.93101411118
61,270998.7592532502
2661,195549.71922298105
2711,157477.08364397014
1147,178035.05484259347
757,123209.67076102867
2623,72703.43935493709
2378,135138.37786129475
1413,159466.01014445536
1722,207366.49471441153
1112,214106.13409481867
1623,196603.87867153733
1201,198239.04252050197
1513,112146.81840403212
957,268712.7905811714
1171,259206.8402403181
1145,198944.0148793629
2726,235020.15936328424
703,144449.22632368552
760,180956.0687460362
1964,120868.94409285253
2512,179236.1479316491
159,169355.59771012614
1281,172185.14896378375
468,199486.98837491084
290,133988.61210869983
665,85237.15098674688
1463,252794.55611536122
1792,220571.08759337364
923,178167.09426646275
500,284860.64933966036
1408,193562.6767104321
331,71916.13080050448
170,135700.98917966645
2192,91084.23868721916
2571,314027.1604825271
2314,173462.66751768376
2647,76860.36136400144
422,396097.7204269167
2457,347135.19189948216
1838,211966.10290001778
2805,253736.85575499822
1645,139318.20405229463
1711,265135.43537166377
2825,253589.32165083138
322,300200.00720276847
2103,274775.59425683843
342,117012.87202864423
600,100624.36102732847
488,147518.5487525339
1725,290354.1963707435
2246,328931.3237220746
2847,186080.51465249815
806,241440.87505620558
530,237081.11902702332
963,191705.2013169693
2678,104187.54207555464
171,85914.72913462778
