Id,SalePrice
2658,141650.26576899795
2718,183208.4343225158
2414,210424.61750149142
1989,118823.40473080147
625,139546.73408156523
333,87526.29925182583
1327,115066.09553128213
858,147600.93663082554
95,179376.08860852307
1568,162569.0503363961
2482,157173.36957868998
1364,150749.87261848472
2584,117387.9339985561
818,265308.1418067511
2673,164107.38610222124
2089,126432.06003048476
1297,140609.63402045716
790,120150.01085912548
2616,180738.5573491881
720,188934.39104565806
222,150806.5915705788
557,122453.62058997373
1148,190436.30798334043
2766,171388.72786699355
534,160065.0794063773
1452,116118.4428677962
630,124506.35809657486
2648,104871.86362603672
125,114434.67340917651
1904,68988.86150737661
1670,95470.18235226395
756,134619.09146622033
717,211122.30463290506
1032,162323.55809383042
852,201890.00704913988
1731,170919.38866062046
2639,140535.57901393375
2071,89397.88881841268
1267,101568.40598043948
1851,174136.8583942781
567,158404.83434574516
2439,201523.277705773
1898,143716.60357302357
647,140324.64029581545
2256,211674.65492938517
979,101884.43204177005
1444,198632.7206832269
2485,119126.59646460152
157,116901.20927891953
88,126806.14322139342
2003,121973.21072153891
186,159168.0680570442
1425,236181.01897963468
2695,162905.0049141255
738,116324.81312312272
395,132653.3296259755
1353,166857.8578111458
1878,132198.7235414513
390,166326.38353140102
1456,231724.78439573257
1103,321554.54405040963
1387,126832.61420838891
2070,143232.6318844331
1199,153156.43650228827
2479,176852.57996558366
501,265809.00101480633
2362,87176.06143167474
1718,180331.97914617637
2188,93708.82614436538
1483,160393.09262619275
2557,87220.12337051555
437,328559.68228035286
2224,199998.50664357404
1628,151344.04963559174
397,115747.06081533048
587,187089.79845272662
2182,582568.8203150474
971,136752.24741543128
2611,138320.35199932347
1887,77061.53654104122
2399,381520.7491144898
2148,196964.4170134678
304,140515.12486279564
1997,149553.96265261713
2817,130418.45889220714
1431,201858.83531975254
427,318923.78489604
263,121033.11479262394
598,174681.30992743114
2895,214435.92564504565
687,122511.39155509912
1822,128624.15845851926
2191,118158.63797663285
179,130639.85572274169
1009,194960.25701856552
2010,142015.53359139306
1991,140489.1192462141
1411,147731.82910081634
1721,222402.45684088484
1144,192302.02149751066
593,220951.65018538162
575,303169.5362175635
1249,145454.01574103336
1604,105037.04392889411
1064,491687.8262821204
1923,136724.32796917818
1988,107574.34813714186
2325,162023.14027468156
114,188245.50712138184
2700,176374.10039624994
217,146887.23577488234
343,147295.94332751376
386,208859.42247557786
2005,129618.22651597748
2908,112357.94967006583
1814,242505.88393049772
2446,487504.57974965865
208,142393.21863538556
1679,102056.01608585154
822,349703.28623856953
6,196570.81884677656
1781,421622.22954191756
2397,262158.63119654654
2340,311258.1748575826
1618,170387.07954328
2843,145937.26741923782
1061,373139.82437260746
2786,127877.02672974227
1935,123946.36929361158
1341,114285.29915292925
521,275833.94902782567
2136,135544.07936355786
996,207992.95505482797
227,164507.69625464632
135,147280.41783072505
1167,159572.88707525452
294,211923.36186112085
1776,185312.88809366012
540,160622.11600823744
1717,193757.77661187455
2303,119981.29667733579
116,183558.79254218625
127,119994.51304768017
1371,165614.94970904247
1014,148664.85005300422
1507,102736.50068253378
702,131443.8957530425
750,142740.52242134395
261,153487.14494243957
1559,106674.45874118328
577,224599.02107880576
2812,194954.60009820847
2080,157422.9067716842
1368,117433.30891295582
2376,112205.53908290561
659,109813.15980474514
1235,107561.17668921132
332,86975.98432496627
1917,110711.98553109966
2094,222948.44341679118
1460,231926.4904265975
1471,219552.11061506657
1509,114250.74871356385
1922,125273.45825557993
433,529412.3993005499
460,248667.5136955477
1116,234519.9428076572
1137,162121.97539811363
53,150150.18205914664
2354,260863.9503696932
1475,189583.81395917217
1761,536684.124258356
842,145295.39832283495
2739,192428.3604349367
2509,145092.34988574116
1007,196888.0203906778
2610,159450.33277993684
1952,84812.71233014096
2719,195784.11408131625
2921,95107.66869383227
1966,129969.69583428395
292,129015.32216083366
1204,189392.3866797543
1829,205444.60555137735
2419,188291.6875935907
391,149192.17400686146
798,119803.95919676367
481,200617.43175847572
193,199112.39793904935
555,123671.7506250633
899,86088.10461857059
2357,178528.3081960533
328,125827.62781607652
1356,118390.80853664331
1154,108183.46885496216
1730,178293.2515510444
2249,143558.51585100128
1119,271116.0227932474
2856,157537.0647097497
1394,147257.7589213374
2587,109489.8227003093
61,272772.81399070227
2661,187137.9474815767
2711,131088.5805903406
1147,186905.16986298896
757,125181.67215544844
2623,73730.71141584218
2378,143336.31611673962
1413,138579.6408649863
1722,204983.96552168895
1112,205435.60374220024
1623,202767.05294537102
1201,186316.1300268346
1513,125641.59872003915
957,262612.33466592804
1171,259173.61060327364
1145,199666.28982723094
2726,225028.1352767829
703,147911.0528080129
760,115655.04680224198
1964,120579.99377131357
2512,171517.80830706155
159,153743.6922546642
1281,148556.23811204295
468,194901.19881733638
290,122289.308946262
665,97532.8415620127
1463,251820.93655899804
1792,210785.14743529208
923,170782.78083826814
500,238797.23278409804
1408,185375.95404662332
331,77489.95299355935
170,122073.2945053684
2192,99960.22104606025
2571,249723.9664117635
2314,181880.2263358034
2647,94335.224105817
422,438685.3587970609
2457,321689.08078027185
1838,195715.0336703811
2805,238158.18546797472
1645,147927.21916037914
1711,268186.35172640183
2825,240044.91012110974
322,354987.7847917795
2103,252027.5638467454
342,101876.9687505593
600,102021.9258351164
488,157052.52741299546
1725,310994.9620401654
2246,321706.3203771628
2847,178781.11288049002
806,248904.81571378265
530,228559.0220743099
963,181414.0303830731
2678,97929.27715847397
171,105055.52414257028
2401,391105.9490199968
805,215099.07011041726
2259,188813.20300320603
1748,174999.03099087984
1361,158661.4195357753
1677,119645.20572652471
1406,146006.7164337763
2322,247821.04773309734
688,134302.57971294562
143,124218.49579960448
804,208934.5634755894
1214,143230.5536145098
2828,156754.18341231238
1999,211988.38532648626
2467,192986.19800932726
2665,140165.42001195566
1538,318164.30378928717
398,103275.87612887051
2822,135833.58318303362
2157,140232.1634628281
1856,198800.309316335
1269,92835.07980115338
2570,104959.3453894271
2320,225786.28288397947
1517,140618.97973351716
2304,122943.21263124954
1312,111577.2049317878
2012,142209.712496273
506,227943.16031235628
2865,206181.47972516264
2367,106459.28102829862
554,91288.6545329733
238,136604.48139702104
1954,96298.30042033004
2488,137303.9425569975
2291,90179.77913991784
1969,86535.05165249038
2725,182704.68092073553
1482,151804.1471273718
2763,191099.25951760067
503,204801.67053243468
1584,256465.70730709482
1531,159577.77834737801
2210,184765.4177268668
459,333003.1264135078
556,133794.2442799145
1347,139561.51248080813
1290,81579.66086253285
1388,107469.6121221546
1571,259591.1165102631
2754,175487.18965947456
765,150709.80932576171
2494,131189.135501662
2870,221715.40715146766
7,172717.64329941245
1114,233932.24608659698
2418,255083.99279141525
291,139765.74143564023
18,352478.61642636504
39,390263.0098223718
1001,236537.17510521048
2442,219019.3057732318
616,124800.08448281977
2680,85382.87516551187
1414,124938.65766514285
289,148172.26828478227
40,233035.88183046164
860,128591.44713521753
409,134336.18276026894
673,140539.38620107106
2427,178414.4346896403
2036,242638.03420834392
2564,139849.75881425975
642,148115.6792495355
1008,181422.03299604738
1908,125925.94533705695
2519,193909.00361435462
1369,111458.2728825313
2855,163694.67591364263
712,87470.68481402416
1943,114404.51617084692
1958,108391.48685354351
107,146486.12955585954
2295,192599.5903192131
704,107897.38066700354
676,124447.2693096163
259,169342.79490761185
93,283580.448037605
106,242801.2813397294
2315,176361.06229658917
1050,97844.16999216979
1095,203258.10102447958
2709,147590.62083962405
758,140159.99584509153
1496,159778.42391572363
2370,121143.31757582113
2458,283557.40566215373
2733,148707.98101154433
161,202255.8220509459
726,138893.96179183357
845,203593.34388576946
947,259273.49443093888
2232,147480.13712866156
2563,125879.81111405836
2299,146474.44657616582
211,112435.92578236814
605,135633.25839531608
1478,195014.66300494873
2247,301324.79066817876
2274,182619.04804277315
2869,222898.70294922986
967,214795.31087824857
2656,125120.2061554519
667,163434.73213583586
1042,113819.68043512762
2023,154979.32053962353
2447,324237.7614464342
2055,121854.99224104466
2275,296968.1011601109
2204,173779.961657237
1563,307122.5446735888
483,179806.4151550631
796,130741.05258963686
1526,163579.0848274033
2042,134013.31214623977
442,349140.51078057906
1693,299043.0741381606
1468,222954.92620331908
1430,200928.66414732486
2605,185742.7208865208
1529,180425.32954003432
335,140980.80712720728
1287,129753.03508785473
31,106997.98862900437
1785,295838.66771701677
82,150962.30651503665
2620,120901.72043567922
252,176163.42983199857
721,81636.21095888583
2165,182428.27424478182
2316,190822.5160282307
775,132270.83488029678
1558,118735.6157132988
17,213528.33255413198
1022,221258.98504402128
925,140717.08743155774
438,262795.7610113003
1270,139089.77907251808
1272,107036.58300611356
215,148378.39330235848
266,186298.73590864995
2402,266618.65923393733
1250,99479.4135125917
1984,116655.4116411226
1279,135343.82788079834
377,240603.46422613674
1252,130643.11164923121
2156,260306.0594761707
499,298486.13764381304
1374,132605.0793109443
2898,256516.31139032688
401,98992.13239110021
2721,191454.42671525906
2078,245434.6135730463
2589,112880.32538871435
1946,196094.6730908359
1334,115066.9269069581
2781,189311.7263631834
431,346771.0689998769
576,202332.1117504557
1474,205260.45540025635
2254,132424.2753413296
2155,299941.6123731279
885,109083.32117034988
643,99026.31982433939
1944,108193.99947017914
480,194923.79867076696
2845,114899.39856697973
2387,275408.39610029035
