Id,SalePrice
2658,143398.9803208093
2718,34840.59655444398
2414,207387.75434703642
1989,116737.58809019685
625,182881.88223787237
333,17603.38644419761
1327,108664.25832960171
858,145086.47349178436
95,424808.7317745938
1568,67579.85942490785
2482,128305.41877288866
1364,359854.2404133463
2584,158565.75022310228
818,220596.5044142489
2673,166530.28821115423
2089,133112.44296698534
1297,139991.25181641497
790,118382.95789086564
2616,230683.77399080654
720,186538.4056111637
222,32253.893491804723
557,27449.99720214494
1148,158599.16040970042
2766,187309.57419963166
534,129859.13056375383
1452,120218.34506104034
630,150430.9518655827
2648,103138.42206588894
125,152422.39594092243
1904,68165.18137171555
1670,128233.4798876398
756,321125.19407486194
717,218608.92968527917
1032,314433.46714852826
852,201950.36908921183
1731,169147.60441352916
2639,132878.00266642854
2071,20338.872060915575
1267,135164.37521285022
1851,403550.988602136
567,362743.32971492
2439,199820.68197010036
1898,180634.2335098798
647,175042.69182899676
2256,127249.07784214496
979,19724.28246078028
1444,201509.6614083834
2485,99722.99077111903
157,155778.28692779766
88,26864.314491395784
2003,117750.46882339526
186,165705.45470006537
1425,234566.1794451639
2695,387772.14076484594
738,115480.17670450466
395,172829.51723359228
1353,171164.4431371092
1878,169459.24930146438
390,318945.71373747376
1456,232052.76011568302
1103,1986871.5918729242
1387,27067.72396156081
2070,29589.26724518905
1199,301530.20654700085
2479,144710.84678642344
501,1681133.856539416
2362,118080.44446288346
1718,450570.3575338934
2188,87524.16297277971
1483,162268.39440556892
2557,90888.94512960079
437,870836.6335044068
2224,199975.24355806393
1628,155247.51026957092
397,153021.58152555453
587,363096.84516192565
2182,925759.4036183183
971,56670.32849006543
2611,174372.41524981384
1887,114925.55212219703
2399,919705.1787170632
2148,197399.3294540818
304,331061.584662669
1997,142135.35874465376
2817,126655.87629495969
1431,205427.34088671484
427,808218.9111927459
263,124992.47940442749
598,332561.6418992554
2895,128470.84878811115
687,154431.85714899746
1822,28393.640083007955
2191,117458.99683824596
179,125899.50490668669
1009,478505.726372387
2010,141635.96089635638
1991,138184.6296607289
1411,147762.4871832185
1721,560407.1762648772
1144,156506.9897734207
593,418026.19273672695
575,5380.188286064637
1249,181017.27908675218
1604,46276.801454571185
1064,1276849.082053983
1923,176964.49020206777
1988,108205.0986827495
2325,162911.6642846807
114,372163.603920028
2700,35800.79242039342
217,28833.610789734434
343,190063.03186461792
386,498328.07468997873
2005,131051.6582684772
2908,48874.651408208505
1814,200108.06745879212
2446,3797500.5929695335
208,131854.93043284668
1679,102826.89895361851
822,343024.86600420316
6,196223.18384114662
1781,897602.0655948755
2397,668116.0477004489
2340,811804.1205963847
1618,168131.95792385034
2843,75119.39595054474
1061,939158.8155078191
2786,131200.12581551244
1935,164208.1640320748
1341,116327.97462006818
521,657846.8810857895
2136,137996.46831924355
996,207755.48633863076
227,33304.352953005575
135,193199.8558617102
1167,376856.61506781843
294,226944.1955447073
1776,426547.87918718933
540,129136.5257236151
1717,470456.72758322285
