Id,SalePrice
2658,140103.52947536146
2718,185157.79576893727
2414,208536.69592342668
1989,117692.47885695948
625,136433.99509671686
333,87903.53582088822
1327,111831.78595933264
858,146815.88300779837
95,178152.1182834134
1568,151642.7556861384
2482,157209.75089549265
1364,182118.41713247256
2584,116655.83869352117
818,264031.80951070914
2673,165465.0799463009
2089,128225.1374165514
1297,141470.5399126235
790,119567.22368033571
2616,175752.06058162983
720,186581.4328355328
222,153721.23579140377
557,126371.92864721623
1148,191993.23684289143
2766,178418.41985718437
534,159556.40459021053
1452,116930.7048931562
630,120997.07763071873
2648,103655.03388025882
125,111491.19400333618
1904,67946.495507648
1670,93469.13149935508
756,161349.61523487698
717,210143.42777911833
1032,162738.92679056563
852,200796.6316331595
1731,169659.4033549947
2639,137309.04490726502
2071,90504.56607257269
1267,99434.34178585511
1851,173619.58474708247
567,159263.0974679676
2439,200503.82354940358
1898,139597.63810594566
647,135031.4269285723
2256,213138.28305129317
979,103367.37859902417
1444,196303.15140149818
2485,120618.18944130314
157,113553.38950181636
88,128775.86023292603
2003,120271.15802820395
186,157715.05004234414
1425,233704.8823355197
2695,193176.16885655894
738,117012.30761875329
395,128663.82455807105
1353,168948.45973055586
1878,129300.14088053357
390,166791.70973809666
1456,230593.57204802753
1103,318968.5884291044
1387,130763.43487694146
2070,143657.5616010544
1199,152937.20835521875
2479,175645.00941260922
501,266692.5457997572
2362,85307.21728850724
1718,183275.5622811043
2188,91465.90464592821
1483,161348.81719322797
2557,89117.23923468326
437,329861.4772672819
2224,198308.57401607608
1628,151627.59443129675
397,112755.29115574835
587,184369.09001343595
2182,569495.572677987
971,129336.30952067436
2611,131438.3030455214
1887,77732.50695517189
2399,377460.91459259193
2148,196643.41924426408
304,167305.1988365934
1997,146304.51999981896
2817,129769.30587743381
1431,203835.55273772284
427,319210.04057449684
263,121831.81177676354
598,172328.81678982198
2895,213976.91170404173
687,118276.53932754016
1822,132141.5064705771
2191,118516.35538323206
179,128046.71428364606
1009,194686.07424306247
2010,145412.13631651708
1991,138220.45700963243
1411,146517.3413710778
1721,228283.88255541938
1144,190888.3620684411
593,217806.60789830118
575,306825.4563853738
1249,140640.05683116015
1604,97396.89594360399
1064,489995.1644107616
1923,132849.79897559853
1988,107440.97967910091
2325,161505.97393732303
114,186075.8447174972
2700,178840.2850958998
217,142562.02783812094
343,141410.6608013987
386,206826.0467726967
2005,129078.60408387239
2908,104012.819724788
1814,243468.946009129
2446,480487.7632152762
208,140903.41221650186
1679,98901.74325899893
822,346474.95900716085
6,195286.248463401
1781,416571.42734758084
2397,260583.42456838128
2340,306110.54089149967
1618,168354.83650463252
2843,151512.69617414015
1061,370140.80622400966
2786,127062.16953082863
1935,120886.20895231007
1341,114655.00577506203
521,272600.4205666722
2136,136807.57335622658
996,206754.672854687
227,168335.73504371982
135,143452.5033659715
1167,159274.68241560235
294,212634.40039678707
1776,185691.48957764168
540,160684.0378391849
1717,197888.0067392256
2303,110216.68340379551
116,183128.9435395475
127,116489.48713463162
1371,198341.32698215178
1014,149560.60006817617
1507,106313.8109913378
702,125715.31386807021
750,141286.94432660087
261,153787.36975635035
1559,124528.6702607631
577,226479.94075661342
2812,193003.6471800055
2080,155748.4075069438
1368,119652.30004421408
2376,109311.93829473344
659,109312.5822683885
1235,104715.63902229897
332,88349.8426817515
1917,107392.92641410333
2094,221924.7949795809
1460,228907.49675855864
1471,219514.36262417617
1509,113588.13587912175
1922,121606.40207210496
433,530571.190263204
460,247993.57243126267
1116,231112.75879803355
1137,160295.29480731636
53,146767.26229073558
2354,261501.60185057405
1475,188550.14695890743
1761,531983.1000028083
842,145596.27749706435
2739,192383.01399706607
2509,145396.57793708603
1007,195505.0599368078
2610,153769.8427127714
1952,84712.66695853879
2719,196312.61660354526
2921,95396.94373050208
1966,125964.34387031799
292,135913.30614318824
1204,186726.66589216233
1829,210294.47208517406
2419,188039.44061628584
391,149230.71232850276
798,119733.01415562398
481,199117.83271325123
193,198649.13474208643
555,127566.9971096024
899,85593.02291682083
2357,177372.67473902286
328,127438.04001016868
1356,119177.21114310491
1154,109614.423260989
1730,177012.25080142784
2249,133676.74143215467
1119,268932.8158117903
2856,163906.3706474596
1394,148972.53509801882
2587,106986.07465053131
61,274965.5990806787
2661,184625.09762090936
2711,134138.02973062903
1147,184151.4475426117
757,123118.37601097222
2623,74722.89458785055
2378,144927.05414507652
1413,135177.76117576374
1722,204714.37177904058
1112,202401.23531811233
1623,201345.46755930246
1201,185300.76914189718
1513,123802.13617572951
957,261349.14409996057
1171,257901.72991950234
1145,198686.63094194618
2726,228990.56665122317
703,144785.83748618938
760,138254.02408977694
1964,117343.17197529048
2512,170835.14746570514
159,150374.211050613
1281,142800.1150334475
468,192847.4489155543
290,128986.27578183316
665,97483.81941898637
1463,248306.07849476405
1792,207516.73454226172
923,170798.5624800852
500,237998.13663225973
1408,184805.54140588353
331,79434.17322180673
170,117945.86661673152
2192,100514.56697099251
2571,243631.13644910872
2314,180295.80655468474
2647,93760.59323984203
422,434683.4227169443
2457,322397.4975669241
1838,196349.89194975828
2805,235288.42129210374
1645,146516.30874612858
1711,266204.3653488814
2825,241552.79142255738
322,354194.58424188424
2103,251433.32092275683
342,99880.0859641503
600,99800.34807324698
488,156444.92272874375
1725,311825.35110855213
2246,318899.8006517694
2847,185775.07828081638
806,245976.57970756726
530,227576.98180392248
963,181323.04056010328
2678,97968.73705903013
171,104901.33588928668
2401,392829.8092999425
805,213689.24394848736
2259,187145.92923028316
1748,173871.6893827835
1361,186432.1506118449
1677,115857.95042038414
1406,144512.46170758692
2322,243886.67177449842
688,129373.87471872571
143,119839.52961898808
804,209038.3512535983
1214,138307.10890205117
2828,156385.34183599168
1999,206615.88308924448
2467,192836.16643212145
2665,138686.35474317617
1538,313742.4595226811
398,100105.335128388
2822,133901.42057395444
2157,141384.6226066063
1856,202829.35245151827
1269,94061.76043627142
2570,102123.64409050455
2320,223495.9203651236
1517,146355.0028098968
2304,115995.09186103496
1312,110946.38190567067
2012,144552.536848545
506,228184.5762634126
2865,207381.5174371262
2367,103687.51335864759
554,94746.43398781422
238,135463.38353516196
1954,93533.00181206007
2488,141381.56408203708
2291,90313.88803241363
1969,86807.97222004023
2725,187031.48456520884
1482,151620.12971654147
2763,187900.5761576353
503,206059.78937855476
1584,256364.97890116382
1531,163819.8009940897
2210,183929.85349831305
459,333906.435732364
556,135722.58295158827
1347,136464.92273381384
1290,80797.15127151844
1388,111140.7279865344
1571,251275.8539655338
2754,177047.17579548736
765,147471.4579996291
2494,133843.6618988251
2870,218863.79701460467
7,170783.75975773012
1114,230789.15674447434
2418,251040.050896409
291,146896.27059118543
18,352862.79697085405
39,390278.4234105796
1001,234123.71090933206
